ID8102,YEAR,OUTCOME,OUTCMYEAR,switcher,instresp,XL_AREA,age1_fav,age2_fav,age3_fav,age4_fav,age5_fav,age6_fav,age7_fav,age8_fav,age9_fav,age10_fav,age11_fav,age12_fav,age1_opp,age2_opp,age3_opp,age4_opp,age5_opp,age6_opp,age7_opp,age8_opp,age9_opp,age10_opp,age11_opp,age12_opp,age1_dk,age2_dk,age3_dk,age4_dk,age5_dk,age6_dk,age7_dk,age8_dk,age9_dk,age10_dk,age11_dk,age12_dk,edu1_fav,edu2_fav,edu3_fav,edu4_fav,edu5_fav,edu6_fav,edu7_fav,edu8_fav,edu9_fav,edu10_fav,edu11_fav,edu12_fav,edu1_opp,edu2_opp,edu3_opp,edu4_opp,edu5_opp,edu6_opp,edu7_opp,edu8_opp,edu9_opp,edu10_opp,edu11_opp,edu12_opp,edu1_dk,edu2_dk,edu3_dk,edu4_dk,edu5_dk,edu6_dk,edu7_dk,edu8_dk,edu9_dk,edu10_dk,edu11_dk,edu12_dk,inc1_fav,inc2_fav,inc3_fav,inc4_fav,inc5_fav,inc6_fav,inc7_fav,inc8_fav,inc9_fav,inc10_fav,inc11_fav,inc12_fav,inc1_opp,inc2_opp,inc3_opp,inc4_opp,inc5_opp,inc6_opp,inc7_opp,inc8_opp,inc9_opp,inc10_opp,inc11_opp,inc12_opp,inc1_dk,inc2_dk,inc3_dk,inc4_dk,inc5_dk,inc6_dk,inc7_dk,inc8_dk,inc9_dk,inc10_dk,inc11_dk,inc12_dk,white_fav,black_fav,hispa_fav,asina_fav,white_opp,black_opp,hispa_opp,asina_opp,white_dk,black_dk,hispa_dk,asian_dk,pid1_fav,pid2_fav,pid3_fav,pid4_fav,pid5_fav,pid6_fav,pid7_fav,pid1_opp,pid2_opp,pid3_opp,pid4_opp,pid5_opp,pid6_opp,pid7_opp,pid1_dk,pid2_dk,pid3_dk,pid4_dk,pid5_dk,pid6_dk,pid7_dk,ideo1_fav,ideo2_fav,ideo3_fav,ideo4_fav,ideo5_fav,ideo6_fav,ideo7_fav,ideo1_opp,ideo2_opp,ideo3_opp,ideo4_opp,ideo5_opp,ideo6_opp,ideo7_opp,ideo1_dk,ideo2_dk,ideo3_dk,ideo4_dk,ideo5_dk,ideo6_dk,ideo7_dk,male_fav,female_fav,male_opp,female_opp,male_dk,female_dk,protes_fav,cathlc_fav,jewish_fav,seculr_fav,protes_opp,cathlc_opp,jewish_opp,seculr_opp,protes_dk,cathlc_dk,jewish_dk,seculr_dk,east_fav,south_fav,midwst_fav,west_fav,east_opp,south_opp,midwst_opp,west_opp,east_dk,south_dk,midwst_dk,west_dk,nounn_fav,union_fav,nounn_opp,union_opp,nounn_dk,union_dk,pred10_sw,pred30_sw,pred50_sw,pred70_sw,pred90_sw,PREDALL_SW,INTGRP_STFAV,INTGRP_SWFAV,INTGRP_STOPP,INTGRP_SWOPP,AARP,AFLCIO,Airlines,AmericanBankersAssociation,AmericanCouncilofLifeInsurance,AmericanFarmBureauFederation,AmericanFederationofStateCountya,AmericanHospitalAssociation,AmericanIsraelPublicAffairsCommi,AmericanLegion,AmericanMedicalAssociation,AssociationofTrialLawyers,Automobilecompanies,ChamberofCommerce,ChristianCoalition,Computersoftwareandhardware,CreditUnionNationalAssociation,Defensecontractors,Electriccompanies,HealthInsuranceAssociation,IndependentInsuranceAgentsofAmer,InternationalBrotherhoodofTeamst,MotionPictureAssociationofAmeric,NationalAssociationofBroadcaster,NationalAssociationofHomeBuilder,NationalAssociationofManufacture,NationalAssociationofRealtors,NationalBeerWholesalersAssociati,NationalEducationAssociation,NationalFederationofIndependentB,NationalGovernorsAssociation,NationalRestaurantAssociation,NationalRifleAssociation,NationalRighttoLifeCommittee,OilCompanies,PharmaceuticalResearchManufactur,RecordingIndustryAssociation,Securitiesandinvestmentcompanies,Telephonecompanies,Tobbacocompanies,UnitedAutoWorkersunion,Universities,VeteransofForeignWarsoftheU_S,ECYN,SWYN,FPYN,RLYN,GNYN,QuestionText,
381,1985,0,,0,1,civil rts,41,40,61,55,43,41,38,92,94,0,0,0,57,70,107,116,108,69,59,90,55,0,0,0,0,1,2,1,0,5,0,8,2,0,0,0,86,200,110,75,34,0,0,0,0,0,0,0,61,189,220,136,125,0,0,0,0,0,0,0,2,5,4,5,3,0,0,0,0,0,0,0,60,87,144,82,64,55,0,0,0,0,0,0,50,82,186,174,123,97,0,0,0,0,0,0,2,1,5,5,3,2,0,0,0,0,0,0,418,55,24,6,632,51,37,7,16,2,1,0,173,153,179,0,0,0,0,204,252,275,0,0,0,0,5,9,5,0,0,0,0,219,195,78,0,0,0,0,215,339,169,0,0,0,0,9,6,2,0,0,0,0,253,252,362,369,6,13,332,123,12,22,421,176,33,81,10,4,0,2,106,194,122,83,201,187,189,154,6,8,1,4,408,95,581,148,16,3,0.540731430053711,0.44122576713562,0.375267684459686,0.344319939613342,0.343977749347687,0.409104514122009,0,3,0,0,,,,,1,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,"Now, do you favor or oppose (READ EACH ITEM)? Item: Requiring people to take a blood test for AIDS before being accepted for a job",
382,1985,0,,0,1,civil rts,70,91,130,134,110,83,67,132,100,0,0,0,28,19,38,37,38,31,29,51,41,0,0,0,0,1,2,1,3,1,1,7,10,0,0,0,95,278,248,173,123,0,0,0,0,0,0,0,48,110,80,38,36,0,0,0,0,0,0,0,6,6,6,5,3,0,0,0,0,0,0,0,78,116,248,196,143,114,0,0,0,0,0,0,29,51,78,62,45,38,0,0,0,0,0,0,5,3,9,3,2,2,0,0,0,0,0,0,787,71,45,9,255,35,17,4,24,2,0,0,279,288,350,0,0,0,0,95,115,102,0,0,0,0,8,11,7,0,0,0,0,306,400,198,0,0,0,0,126,129,50,0,0,0,0,11,11,1,0,0,0,0,462,455,146,166,13,13,547,217,41,87,197,82,4,18,19,4,0,0,234,261,236,186,74,116,70,52,5,12,6,3,724,190,259,52,22,4,0.714312791824341,0.744364500045776,0.759583294391632,0.762285709381104,0.75462943315506,0.747035145759583,0,3,0,0,,,,,1,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,"Now, do you favor or oppose (READ EACH ITEM)? Item: Guaranteeing someone who tests positively for AIDS that the result of the test would not be passed on without their permission.",
383,1985,0,,0,1,health,92,95,143,149,120,94,80,156,130,0,0,0,6,16,26,22,31,20,16,32,20,0,0,0,0,0,1,1,0,1,1,2,1,0,0,0,131,340,284,178,126,0,0,0,0,0,0,0,17,49,50,37,36,0,0,0,0,0,0,0,1,5,0,1,0,0,0,0,0,0,0,0,92,152,291,217,150,131,0,0,0,0,0,0,20,16,41,43,40,23,0,0,0,0,0,0,0,2,3,1,0,0,0,0,0,0,0,0,893,96,54,12,166,12,8,1,7,0,0,0,309,353,397,0,0,0,0,71,60,58,0,0,0,0,2,1,4,0,0,0,0,366,454,217,0,0,0,0,74,85,30,0,0,0,0,3,1,2,0,0,0,0,528,531,91,98,2,5,636,261,43,84,124,39,2,21,3,3,0,0,273,325,259,202,37,61,53,38,3,3,0,1,847,208,154,35,4,3,0.869670748710632,0.864550709724426,0.854236721992493,0.838223457336426,0.81646865606308,0.848630058765411,1,1,0,0,,,,,,,,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,"Now, do you favor or oppose (READ EACH ITEM)? Item: Providing government funds to allow anyone who wants to be tested for AIDS be able to take a free blood test",
384,1985,0,,0,1,foreign pol,57,52,97,99,90,66,42,69,62,0,0,0,38,58,71,71,57,48,52,109,73,0,0,0,3,1,2,2,4,1,3,12,15,0,0,0,59,192,186,110,87,0,0,0,0,0,0,0,78,191,141,100,67,0,0,0,0,0,0,0,12,11,6,6,8,0,0,0,0,0,0,0,51,78,179,146,93,72,0,0,0,0,0,0,53,82,144,113,91,80,0,0,0,0,0,0,8,10,11,2,6,2,0,0,0,0,0,0,516,72,37,6,510,34,24,7,39,2,1,0,173,207,254,0,0,0,0,199,188,190,0,0,0,0,9,19,15,0,0,0,0,194,282,150,0,0,0,0,237,240,92,0,0,0,0,11,18,7,0,0,0,0,302,332,305,272,14,29,359,162,28,62,376,133,16,39,28,8,1,3,171,188,150,125,131,190,149,107,11,11,13,8,503,130,465,109,36,7,0.490438461303711,0.543300151824951,0.560269355773926,0.540075182914734,0.483317971229553,0.523480224609375,0,0,2,0,,,,,,,,,,,,,,-2,,,,,,,,,,,,,,,,,,,,,,,,-2,,,,,,0,0,1,0,0,"Earlier this year, the House of Representatives passed a bill which would put economic sanctions on South Africa in order to get them to abandon and change their policy of apartheid. The U.S. Senate will be voting on this issue in the next week",
385,1985,0,,0,1,foreign pol,38,49,63,81,58,55,44,108,93,0,0,0,60,62,106,89,92,60,52,81,51,0,0,0,0,0,1,2,1,0,1,1,7,0,0,0,83,222,148,81,55,0,0,0,0,0,0,0,64,168,183,133,105,0,0,0,0,0,0,0,2,4,3,2,2,0,0,0,0,0,0,0,53,96,158,118,82,62,0,0,0,0,0,0,58,69,175,142,108,90,0,0,0,0,0,0,1,5,2,1,0,2,0,0,0,0,0,0,520,34,27,4,535,73,34,9,11,1,1,0,194,167,228,0,0,0,0,186,241,226,0,0,0,0,2,6,5,0,0,0,0,232,250,100,0,0,0,0,207,285,146,0,0,0,0,4,5,3,0,0,0,0,273,316,343,310,5,8,376,144,19,35,380,158,24,69,7,1,2,1,141,173,160,115,170,213,147,123,2,3,5,3,465,122,529,123,11,1,0.524636030197144,0.497880876064301,0.471003949642181,0.441578090190887,0.412171185016632,0.469454026222229,1,0,0,1,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,0,0,1,0,0,"A number of suggestions have been made on what to do to reduce the imbalance in automobile sales between Japan and the United States. Let me read you some of these. For each, tell me if you would favor or oppose that step. READ EACH ITEM Item:",
388,1985,0,,0,1,misc others,17,52,86,101,83,62,57,128,141,0,0,0,32,50,70,64,52,32,25,79,44,0,0,0,1,1,9,4,4,6,7,17,23,0,0,0,128,263,156,115,67,0,0,0,0,0,0,0,68,168,93,74,46,0,0,0,0,0,0,0,19,28,8,5,12,0,0,0,0,0,0,0,113,116,155,127,91,60,0,0,0,0,0,0,55,71,100,72,64,50,0,0,0,0,0,0,13,5,16,8,8,1,0,0,0,0,0,0,606,63,41,12,372,41,26,5,55,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,305,239,131,0,0,0,0,190,150,79,0,0,0,0,26,17,14,0,0,0,0,304,427,273,177,35,38,0,0,0,0,0,0,0,0,0,0,0,0,185,223,188,135,103,142,109,96,24,22,15,12,0,0,0,0,0,0,0.652137458324432,0.635491967201233,0.620219588279724,0.598888516426086,0.575249671936035,0.616397440433502,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,,,,,,,,,,,,,,,,0,0,0,1,0,"Would you favor or oppose banning all advertising of beer and wine from radio and television, as ads for cigarettes have been banned?",
390,1985,0,,0,1,econ & labor,57,82,117,108,107,51,39,135,106,0,0,0,18,33,45,54,63,28,29,84,48,0,0,0,2,4,5,5,0,4,5,11,15,0,0,0,133,285,197,100,86,0,0,0,0,0,0,0,39,154,97,69,44,0,0,0,0,0,0,0,10,20,9,6,6,0,0,0,0,0,0,0,106,125,192,161,102,79,0,0,0,0,0,0,34,64,78,97,63,45,0,0,0,0,0,0,5,10,12,9,5,3,0,0,0,0,0,0,639,99,46,8,346,26,22,5,42,3,4,2,231,245,326,0,0,0,0,148,137,118,0,0,0,0,18,11,22,0,0,0,0,273,354,146,0,0,0,0,161,184,46,0,0,0,0,18,14,10,0,0,0,0,388,414,217,186,17,34,491,209,22,50,248,110,12,20,26,18,2,5,204,258,187,153,93,117,111,82,17,13,13,8,659,139,325,78,44,7,0.726498425006866,0.690071821212769,0.658561944961548,0.636269390583038,0.623672366142273,0.667014789581299,2,0,0,0,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,1,0,0,0,0,"Congress has voted for, but the Reagan Administration has opposed, an emergency bill that would provide $3.7 billion in relief for farmers.  Let me ask if you favor or oppose whats in that bill. Do you favor or oppose (READ EACH ITEM)? Item: T",
391,1985,0,,0,1,econ & labor,58,84,115,120,108,49,40,157,127,0,0,0,19,34,49,45,59,30,30,61,35,0,0,0,0,1,3,2,3,4,3,12,7,0,0,0,142,303,210,110,92,0,0,0,0,0,0,0,36,141,86,60,40,0,0,0,0,0,0,0,4,15,7,5,4,0,0,0,0,0,0,0,111,131,194,184,106,81,0,0,0,0,0,0,30,60,81,76,59,44,0,0,0,0,0,0,4,8,7,7,5,2,0,0,0,0,0,0,683,103,52,11,311,24,19,4,33,1,1,0,255,250,353,0,0,0,0,129,132,102,0,0,0,0,13,11,11,0,0,0,0,287,385,154,0,0,0,0,152,154,44,0,0,0,0,13,13,4,0,0,0,0,392,466,216,147,14,21,513,233,27,53,228,97,6,21,24,7,3,1,229,268,192,169,79,110,108,66,6,10,11,8,700,156,301,60,27,8,0.743303298950195,0.717409789562225,0.695728123188019,0.672972321510315,0.653007864952087,0.696484279632568,2,0,0,0,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,1,0,0,0,0,"Congress has voted for, but the Reagan Administration has opposed, an emergency bill that would provide $3.7 billion in relief for farmers.  Let me ask if you favor or oppose whats in that bill. Do you favor or oppose (READ EACH ITEM)? Item: A",
392,1985,0,,0,2,foreign pol,23,28,26,26,31,14,16,25,21,0,0,0,52,88,131,131,129,66,55,183,128,0,0,0,2,3,10,10,10,3,2,22,20,0,0,0,25,88,60,19,18,0,0,0,0,0,0,0,134,339,226,150,114,0,0,0,0,0,0,0,23,32,17,6,4,0,0,0,0,0,0,0,30,31,49,38,39,17,0,0,0,0,0,0,98,156,219,217,123,109,0,0,0,0,0,0,17,12,14,12,8,1,0,0,0,0,0,0,160,26,16,3,803,94,49,12,64,8,7,0,87,61,62,0,0,0,0,289,303,372,0,0,0,0,21,29,32,0,0,0,0,93,81,30,0,0,0,0,334,446,160,0,0,0,0,25,25,12,0,0,0,0,131,79,460,504,31,51,130,59,7,11,583,259,26,58,52,19,3,6,46,69,52,43,249,289,238,188,19,30,21,12,175,35,789,171,64,18,0.204974770545959,0.183867692947388,0.171779155731201,0.17023241519928,0.180607438087463,0.182292294502258,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,Do you favor or oppose (READ LIST)? Item: The U.S. invading Nicaragua to overthrow the Sandinista government,
394,1985,0,,0,1,govt reform,55,85,96,122,85,62,45,136,96,0,0,0,40,46,44,36,50,22,25,67,55,0,0,0,1,13,9,5,9,7,4,20,18,0,0,0,104,274,209,128,67,0,0,0,0,0,0,0,65,126,96,58,40,0,0,0,0,0,0,0,18,30,16,14,8,0,0,0,0,0,0,0,72,121,184,178,115,73,0,0,0,0,0,0,53,59,85,72,48,50,0,0,0,0,0,0,10,15,20,16,5,8,0,0,0,0,0,0,681,57,32,7,299,47,28,3,69,10,3,1,242,270,270,0,0,0,0,120,130,136,0,0,0,0,22,29,35,0,0,0,0,286,351,120,0,0,0,0,130,154,88,0,0,0,0,27,31,15,0,0,0,0,361,421,214,172,34,52,0,0,0,0,0,0,0,0,0,0,0,0,195,243,206,138,94,117,86,89,23,28,21,14,624,157,309,72,62,22,0.605014979839325,0.683939456939697,0.713688611984253,0.700291752815247,0.641184568405151,0.668823873996735,0,0,1,0,,,,,,,,,,,,,,,,,,-2,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,Now let me ask you what you think should be done about a defense contractor that comes in with overcharges such as General Dynamics. Do you favor or oppose (READ EACH ITEM)? Item: Canceling some or all of the other defense contracts such compan,
395,1985,0,,0,1,govt reform,54,80,81,107,78,61,37,141,88,0,0,0,42,57,59,51,57,26,28,68,61,0,0,0,0,7,9,5,9,4,9,14,20,0,0,0,95,259,203,104,66,0,0,0,0,0,0,0,75,144,103,85,42,0,0,0,0,0,0,0,17,27,15,11,7,0,0,0,0,0,0,0,73,105,180,168,92,78,0,0,0,0,0,0,51,81,90,88,63,49,0,0,0,0,0,0,11,9,19,10,13,4,0,0,0,0,0,0,627,55,30,8,363,49,29,1,59,10,4,2,223,253,251,0,0,0,0,143,150,157,0,0,0,0,18,26,33,0,0,0,0,260,325,124,0,0,0,0,159,179,88,0,0,0,0,24,32,11,0,0,0,0,342,385,236,214,31,46,0,0,0,0,0,0,0,0,0,0,0,0,187,215,186,139,107,149,108,86,18,24,19,16,573,153,361,84,61,14,0.576675891876221,0.631049990653992,0.652500092983246,0.644827246665955,0.606910884380341,0.622392821311951,0,0,1,0,,,,,,,,,,,,,,,,,,-2,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,Now let me ask you what you think should be done about a defense contractor that comes in with overcharges such as General Dynamics. Do you favor or oppose (READ EACH ITEM)? Item: Barring that company from getting other defense contracts,
396,1985,0,,0,1,foreign pol,55,65,90,103,72,68,45,130,86,0,0,0,30,35,44,79,67,42,22,87,76,0,0,0,3,3,4,2,7,3,5,15,15,0,0,0,91,281,187,109,43,0,0,0,0,0,0,0,56,142,106,116,62,0,0,0,0,0,0,0,24,14,7,8,4,0,0,0,0,0,0,0,78,104,177,131,99,78,0,0,0,0,0,0,54,60,103,92,79,62,0,0,0,0,0,0,18,10,6,5,9,3,0,0,0,0,0,0,597,67,32,9,399,37,26,13,47,6,1,2,222,219,273,0,0,0,0,155,173,154,0,0,0,0,13,16,28,0,0,0,0,280,287,129,0,0,0,0,170,196,92,0,0,0,0,13,19,11,0,0,0,0,337,377,251,231,26,31,0,0,0,0,0,0,0,0,0,0,0,0,162,227,197,128,136,139,102,105,15,23,12,7,548,156,398,83,50,6,0.613019049167633,0.621647119522095,0.613933563232422,0.588769674301147,0.548975825309753,0.59726904630661,1,0,0,1,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,0,0,1,0,0,Would you favor or oppose the U.S. setting a quota of a 25% maximum of all cars sold in this country being imported from Japan?,
397,1985,0,,0,1,taxation,17,20,37,48,41,22,19,75,53,0,0,0,30,61,116,105,123,77,53,173,137,0,0,0,0,3,4,3,5,3,3,23,23,0,0,0,41,77,90,64,60,0,0,0,0,0,0,0,98,297,238,137,105,0,0,0,0,0,0,0,12,18,22,7,8,0,0,0,0,0,0,0,23,44,68,66,61,56,0,0,0,0,0,0,77,125,172,185,152,113,0,0,0,0,0,0,12,7,14,10,6,10,0,0,0,0,0,0,284,18,23,5,763,72,28,4,58,5,2,2,137,89,106,0,0,0,0,271,251,353,0,0,0,0,24,15,28,0,0,0,0,136,134,55,0,0,0,0,349,383,126,0,0,0,0,22,30,7,0,0,0,0,173,159,434,440,17,50,0,0,0,0,0,0,0,0,0,0,0,0,71,99,78,84,229,264,233,149,13,25,16,13,278,54,648,220,56,11,0.253017425537109,0.260075986385345,0.271543800830841,0.289496719837189,0.316099524497986,0.278046691417694,0,0,6,1,,-2,,,,,-2,-2,,,-1,,,,,,,,,-2,,-2,,,,,,,,,,,,,,,,,,,-2,,,1,0,0,0,0,"Now let me ask you about some specific provisions of the new Reagan proposal for tax simplification. For each, tell me if you would favor or oppose that provision. (READ EACH ITEM) Item: Taxing the first $10 per month of employer-paid health in",
402,1985,0,,0,1,econ & labor,60,75,134,108,78,49,36,83,8,0,0,0,14,25,40,54,48,39,29,63,6,0,0,0,1,1,5,3,5,0,1,2,1,0,0,0,67,241,161,102,60,0,0,0,0,0,0,0,19,73,74,74,78,0,0,0,0,0,0,0,2,9,4,2,2,0,0,0,0,0,0,0,27,86,176,160,98,60,0,0,0,0,0,0,13,25,49,64,83,72,0,0,0,0,0,0,3,2,4,4,2,2,0,0,0,0,0,0,503,74,41,10,293,9,11,3,17,1,0,0,164,211,256,0,0,0,0,112,110,96,0,0,0,0,4,11,4,0,0,0,0,225,258,137,0,0,0,0,123,159,30,0,0,0,0,6,3,2,0,0,0,0,345,286,208,109,14,5,0,0,0,0,0,0,0,0,0,0,0,0,175,168,165,123,79,98,77,64,4,5,3,7,450,179,254,62,14,5,0.761206209659576,0.764504194259644,0.721787571907043,0.621460556983948,0.4512038230896,0.664032471179962,3,1,7,0,,2,-2,,,,1,,,,,,-2,,,,,,-2,,,2,,,-2,-2,,,,-2,,,,,,,,,-2,,2,,,1,0,0,0,0,Would you favor or oppose a law which required an employer to give a years notice to the employees before closing down the place where they work?,
404,1985,0,,0,1,taxation,29,51,92,83,107,61,49,141,103,0,0,0,17,26,52,58,56,33,19,78,53,0,0,0,1,7,13,15,6,8,7,52,57,0,0,0,63,205,217,126,105,0,0,0,0,0,0,0,51,134,86,68,53,0,0,0,0,0,0,0,37,53,47,14,15,0,0,0,0,0,0,0,51,87,135,145,143,117,0,0,0,0,0,0,36,55,90,90,60,48,0,0,0,0,0,0,25,34,29,26,16,14,0,0,0,0,0,0,633,37,35,7,327,45,13,2,145,13,5,2,276,198,242,0,0,0,0,109,113,170,0,0,0,0,47,44,75,0,0,0,0,294,318,94,0,0,0,0,148,162,71,0,0,0,0,65,67,23,0,0,0,0,386,330,196,195,42,124,0,0,0,0,0,0,0,0,0,0,0,0,169,216,181,150,105,122,103,62,39,50,43,34,562,152,288,100,132,33,0.594240069389343,0.603301227092743,0.625394225120544,0.665696620941162,0.71562659740448,0.640851747989654,3,3,1,0,,-2,,1,,,,,,,,,,2,,,,,,,,,,,1,,1,,,2,,,,,,,,2,,,,,,1,0,0,0,0,"Now let me ask you about some specific provisions of the new Reagan proposal for tax simplification. For each, tell me if you would favor or oppose that provision. (READ EACH ITEM) Item: Capital gains tax reduced to a 17.5% maximum level",
405,1985,0,,0,1,taxation,25,48,100,85,99,53,32,123,82,0,0,0,21,32,45,53,57,40,38,98,72,0,0,0,1,4,12,18,13,9,5,50,59,0,0,0,53,182,194,113,105,0,0,0,0,0,0,0,65,160,108,75,48,0,0,0,0,0,0,0,33,50,48,20,20,0,0,0,0,0,0,0,49,68,126,142,125,106,0,0,0,0,0,0,44,79,98,90,67,54,0,0,0,0,0,0,19,29,30,29,27,19,0,0,0,0,0,0,574,34,28,5,385,45,20,3,146,16,5,3,247,195,205,0,0,0,0,128,124,204,0,0,0,0,57,36,78,0,0,0,0,283,266,88,0,0,0,0,156,216,71,0,0,0,0,68,65,29,0,0,0,0,343,304,228,227,53,118,0,0,0,0,0,0,0,0,0,0,0,0,161,198,161,127,116,135,121,84,36,55,45,35,511,132,334,120,137,33,0.493641555309296,0.548579812049866,0.593409776687622,0.63448441028595,0.666169166564941,0.587256944179535,3,3,1,0,,-2,,1,,,,,,,,,,2,,,,,,,,,,,1,,1,,,2,,,,,,,,2,,,,,,1,0,0,0,0,"Now let me ask you about some specific provisions of the new Reagan proposal for tax simplification. For each, tell me if you would favor or oppose that provision. (READ EACH ITEM) Item: Deduction of consumer interest charges up to $5,000 over",
406,1985,0,,0,1,taxation,37,66,131,137,149,84,62,228,156,0,0,0,9,18,23,16,19,16,11,32,38,0,0,0,1,0,3,3,1,2,2,11,19,0,0,0,115,310,285,187,153,0,0,0,0,0,0,0,28,66,50,20,18,0,0,0,0,0,0,0,8,16,15,1,2,0,0,0,0,0,0,0,64,142,208,228,194,156,0,0,0,0,0,0,35,28,39,29,23,20,0,0,0,0,0,0,13,6,7,4,2,3,0,0,0,0,0,0,934,61,40,7,136,29,11,4,35,5,2,0,373,303,374,0,0,0,0,47,40,95,0,0,0,0,12,12,18,0,0,0,0,434,454,139,0,0,0,0,55,81,43,0,0,0,0,18,12,6,0,0,0,0,544,506,67,114,13,29,0,0,0,0,0,0,0,0,0,0,0,0,248,319,269,214,56,56,45,25,9,13,13,7,810,236,135,45,37,4,0.743777871131897,0.843281388282776,0.885556399822235,0.896694779396057,0.883291959762573,0.850520479679108,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,,,,,,1,0,0,0,0,"Now let me ask you about some specific provisions of the new Reagan proposal for tax simplification. For each, tell me if you would favor or oppose that provision. (READ EACH ITEM) Item: Increasing the maximum IRA contribution for married coupl",
408,1985,0,,0,1,taxation,26,63,116,119,124,71,54,180,124,0,0,0,21,21,40,32,42,31,20,80,70,0,0,0,0,0,1,5,3,0,1,11,19,0,0,0,64,255,249,167,142,0,0,0,0,0,0,0,73,126,93,36,29,0,0,0,0,0,0,0,14,11,8,5,2,0,0,0,0,0,0,0,54,105,176,193,175,133,0,0,0,0,0,0,51,64,72,61,42,44,0,0,0,0,0,0,7,7,6,7,2,2,0,0,0,0,0,0,783,50,32,6,291,38,20,4,31,7,1,1,305,255,317,0,0,0,0,115,90,152,0,0,0,0,12,10,18,0,0,0,0,355,387,124,0,0,0,0,138,148,56,0,0,0,0,14,12,8,0,0,0,0,437,440,180,176,7,33,0,0,0,0,0,0,0,0,0,0,0,0,221,254,221,181,84,122,94,57,8,12,12,8,671,202,275,80,36,3,0.564168691635132,0.694948434829712,0.762194991111755,0.782928109169006,0.765377283096314,0.713923501968384,0,0,3,0,,,,,,,,,,,,,,-2,,,,,,,,,,,,,,,,-2,,,,,,,,-2,,,,,,1,0,0,0,0,"Now let me ask you about some specific provisions of the new Reagan proposal for tax simplification. For each, tell me if you would favor or oppose that provision. (READ EACH ITEM) Item: Strict limits on corporation expense accounts, including",
411,1985,0,,0,1,terrorism,53,65,143,138,107,85,61,173,138,0,0,0,31,31,28,30,42,21,13,40,50,0,0,0,3,3,5,4,2,2,2,6,11,0,0,0,100,334,263,157,111,0,0,0,0,0,0,0,58,110,65,37,16,0,0,0,0,0,0,0,13,8,9,3,6,0,0,0,0,0,0,0,78,140,206,224,157,121,0,0,0,0,0,0,40,45,77,48,30,25,0,0,0,0,0,0,8,10,4,3,5,4,0,0,0,0,0,0,841,65,38,9,221,30,24,8,34,2,2,1,322,323,322,0,0,0,0,80,90,116,0,0,0,0,17,10,12,0,0,0,0,383,420,140,0,0,0,0,91,116,64,0,0,0,0,10,15,7,0,0,0,0,505,462,123,163,13,26,572,267,32,63,155,79,6,29,25,7,1,3,247,287,244,189,63,97,68,58,8,14,10,7,755,201,209,69,32,6,0.693438827991486,0.747462511062622,0.788001656532288,0.817508578300476,0.837671458721161,0.776816606521606,0,0,1,0,,,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,"Now let me ask you about some steps which have been proposed as ways of dealing with hijacking or other threats to air travel by terrorists. For each, tell me if you favor or oppose that solution. Item: All U.S. airline service should be cut of",
